text,label
... Are you in the pub?,ham
May i call You later Pls,ham
No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,spam
Oops my phone died and I didn't even know. Yeah I like it better.,ham
I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.,ham
As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,ham
Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,spam
Audrie lousy autocorrect,ham
Long after I quit. I get on only like 5 minutes a day as it is.,ham
Dunno lei shd b driving lor cos i go sch 1 hr oni.,ham
"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.",ham
Ü called dad oredi...,ham
"A boy was late 2 home. His father: ""POWER OF FRNDSHIP""",ham
If you were/are free i can give. Otherwise nalla adi entey nattil kittum,ham
What's up. Do you want me to come online?,ham
"Yep, at derek's house now, see you Sunday &lt;3",ham
Studying. But i.ll be free next weekend.,ham
Yup i thk cine is better cos no need 2 go down 2 plaza mah.,ham
I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.,ham
1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+,spam
"Pity, * was in mood for that. So...any other suggestions?",ham
"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne.",ham
"The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run.",ham
"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",ham
Don no da:)whats you plan?,ham
Ay wana meet on sat?ü wkg on sat?,ham
"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm fuck ... I love you too, my Lion ... *devouring kiss from across the sea*",ham
Ok then i'll let him noe later n ask him call u tmr...,ham
Hi mom we might be back later than  &lt;#&gt;,ham
"Ugh y can't u just apologize, admit u were wrong and ask me to take u back?",ham
We can make a baby in yo tho,ham
Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You?,ham
You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,spam
"Since when, which side, any fever, any vomitin.",ham
Din i tell u jus now 420,ham
You have an important customer service announcement from PREMIER.,spam
Promotion Number: 8714714 - UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub,spam
"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",spam
Two teams waiting for some players,ham
"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",spam
Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890£1.50 per msg,spam
"I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye.",ham
Okie,ham
He's just gonna worry for nothing. And he won't give you money its no use.,ham
Are you free now?can i call now?,ham
Actually getting ready to leave the house.,ham
Lol no ouch but wish i'd stayed out a bit longer,ham
U call me alter at 11 ok.,ham
You intrepid duo you! Have a great time and see you both soon.,ham
U wake up already? Thanx 4 e tau sar piah it's quite nice.,ham
Dunno lei ü all decide lor. How abt leona? Oops i tot ben is going n i msg him.,ham
PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,spam
How much r ü willing to pay?,ham
Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.,ham
"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",spam
Actually i'm waiting for 2 weeks when they start putting ad.,ham
Come to my home for one last time i wont do anything. Trust me.,ham
"Only just got this message, not ignoring you. Yes, i was. Shopping that is",ham
"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine ""KUDI""yarasu dhina vaazhthukkal. ..",ham
Horrible bf... I now v hungry...,ham
I'm working technical support :)voice process.networking field.,ham
Our Prashanthettan's mother passed away last night. pray for her and family.,ham
Call him and say you not coming today ok and tell them not to fool me like this ok,ham
cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..,ham
All sounds good. Fingers . Makes it difficult to type,ham
"What's up bruv, hope you had a great break. Do have a rewarding semester.",ham
Every monday..nxt week vl be completing..,ham
From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,ham
Enjoy urself tmr...,ham
Cause I'm not freaky lol,ham
"Geeeee ... Your internet is really bad today, eh ?",ham
"Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt;#&gt;  or any bb",ham
"Fuck babe ... I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ...",ham
CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X,ham
Oh dang! I didn't mean o send that to you! Lol!,ham
Beauty sleep can help ur pimples too.,ham
Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.,ham
Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,ham
WHAT TIME U WRKIN?,ham
Lol enjoy role playing much?,ham
"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ?",ham
"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy",spam
"Awesome, I'll see you in a bit",ham
Thts wat Wright Brother did to fly..,ham
Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*,ham
Thanks for understanding. I've been trying to tell sura that.,ham
Wah... Okie okie... Muz make use of e unlimited... Haha...,ham
Does she usually take fifteen fucking minutes to respond to a yes or no question,ham
"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",ham
Yes da. Any plm at ur office,ham
"I've not called you in a while. This is hoping it was l8r malaria and that you know that we miss you guys. I miss Bani big, so pls give her my love especially. Have a great day.",ham
Ok but tell me half an hr b4 u come i need 2 prepare.,ham
Up to ü... Ü wan come then come lor... But i din c any stripes skirt...,ham
"Goodmorning, Today i am late for  &lt;#&gt; min.",ham
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,spam
"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe",ham
East coast,ham
I think just yourself …Thanks and see you tomo,ham
"Short But Cute: ""Be a good person, but dont try to prove it.."" .Gud noon....",ham
"I don't think I can get away for a trek that long with family in town, sorry",ham
Its a site to simulate the test. It just gives you very tough questions to test your readiness.,ham
Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,spam
"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",spam
Great. Have a safe trip. Dont panic surrender all.,ham
Die... Now i have e toot fringe again...,ham
"Come to me right now, Ahmad",ham
Thanks 4 your continued support Your question this week will enter u in2 our draw 4 £100 cash. Name the NEW US President? txt ans to 80082,spam
Hello- thanx for taking that call. I got a job! Starts on monday!,ham
Nope i'll come online now..,ham
What is the plural of the noun research?,ham
Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil,ham
"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy",ham
"Fyi I'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min",ham
Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,ham
"You aren't coming home between class, right? I need to work out and shower!",ham
How many licks does it take to get to the center of a tootsie pop?,ham
Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow,ham
Yes princess! I want to catch you with my big strong hands...,ham
You will be in the place of that man,ham
Pathaya enketa maraikara pa',ham
Gud mrng dear hav a nice day,ham
Mm i am on the way to railway,ham
Where did u go? My phone is gonna die you have to stay in here,ham
Will you come online today night,ham
"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck",ham
Also andros ice etc etc,ham
"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at £350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS",spam
I'm job profile seems like bpo..,ham
is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt?,ham
Is ur paper today in e morn or aft?,ham
"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",ham
Dear how is chechi. Did you talk to her,ham
"Dear friends, sorry for the late information. Today is the birthday of our loving Ar.Praveesh. for more details log on to face book and see. Its his number + &lt;#&gt; . Dont miss a delicious treat.",ham
